species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,penguin_id,timestamp,timestamp_with_time,favourite_number
Gentoo,Biscoe,,13.8,,4200,False,280,2025-04-26,2025-04-26 10:54:58,5
Gentoo,Biscoe,46.2,14.9,221.0,5300,True,281,2025-03-16,2025-03-16 22:16:59,5
Gentoo,Biscoe,45.7,13.9,214.0,4400,False,262,2025-04-23,2025-04-23 17:07:09,4
Gentoo,Biscoe,54.3,15.7,231.0,5650,True,325,2025-04-14,2025-04-14 18:20:40,5
Gentoo,Biscoe,45.8,14.2,219.0,4700,False,284,2025-12-06,2025-12-06 07:46:56,2
Gentoo,Biscoe,49.8,16.8,230.0,5700,True,285,2025-09-11,2025-09-11 06:39:20,3
Gentoo,Biscoe,46.2,14.4,214.0,4650,True,336,2025-08-15,2025-08-15 09:19:51,4
Gentoo,Biscoe,49.5,16.2,229.0,5800,True,231,2025-04-22,2025-04-22 23:00:48,2
Gentoo,Biscoe,43.5,14.2,220.0,4700,False,288,2025-04-09,2025-04-09 18:47:21,2
Gentoo,Biscoe,50.7,15.0,223.0,5550,True,311,2025-06-02,2025-06-02 10:06:35,0
Gentoo,Biscoe,47.7,15.0,216.0,4750,False,290,2025-12-15,2025-12-15 06:18:20,5
Gentoo,Biscoe,46.4,15.6,221.0,5000,True,227,2025-12-04,2025-12-04 09:37:00,1
Gentoo,Biscoe,48.2,15.6,,5100,True,292,2025-07-13,2025-07-13 05:42:39,1
Gentoo,Biscoe,46.5,14.8,217.0,5200,False,293,2025-11-06,2025-11-06 17:07:22,4
Gentoo,Biscoe,46.4,15.0,216.0,4700,False,294,2025-06-12,2025-06-12 21:15:39,1
Gentoo,Biscoe,48.6,16.0,230.0,5800,True,249,2025-07-27,2025-07-27 06:02:12,3
Gentoo,Biscoe,,14.2,,4600,False,296,2025-06-18,2025-06-18 08:25:54,1
Gentoo,Biscoe,51.1,16.3,220.0,6000,True,343,2025-06-10,2025-06-10 03:50:43,4
Gentoo,Biscoe,45.2,13.8,215.0,4750,False,320,2025-03-09,2025-03-09 19:55:26,1
Gentoo,Biscoe,,16.4,,5950,True,299,2025-10-16,2025-10-16 04:54:00,3
Gentoo,Biscoe,49.1,14.5,212.0,4625,False,300,2025-10-04,2025-10-04 14:35:28,0
Gentoo,Biscoe,,15.6,,5450,True,231,2025-10-31,2025-10-31 10:40:13,4
Gentoo,Biscoe,47.4,14.6,212.0,4725,False,288,2025-05-15,2025-05-15 14:37:18,0
Gentoo,Biscoe,50.0,15.9,224.0,5350,True,233,2025-07-14,2025-07-14 14:38:56,0
Gentoo,Biscoe,44.9,13.8,212.0,4750,False,274,2025-05-08,2025-05-08 19:07:46,0
Gentoo,Biscoe,50.8,17.3,228.0,5600,True,237,2025-02-02,2025-02-02 05:18:07,2
Gentoo,Biscoe,43.4,14.4,218.0,4600,False,342,2025-06-25,2025-06-25 11:30:30,5
Gentoo,Biscoe,,14.2,,5300,True,311,2025-01-22,2025-01-22 06:48:24,2
Gentoo,Biscoe,47.5,14.0,,4875,False,300,2025-08-26,2025-08-26 01:58:34,5
Gentoo,Biscoe,,17.0,,5550,True,221,2025-06-07,2025-06-07 21:54:19,0
Gentoo,Biscoe,47.5,15.0,,4950,False,310,2025-02-07,2025-02-07 03:02:55,4
Gentoo,Biscoe,52.2,17.1,,5400,True,311,2025-08-18,2025-08-18 03:03:43,5
Gentoo,Biscoe,45.5,14.5,212.0,4750,False,270,2025-02-20,2025-02-20 05:57:27,3
Gentoo,Biscoe,,16.1,,5650,True,281,2025-09-21,2025-09-21 06:39:19,3
Gentoo,Biscoe,44.5,14.7,214.0,4850,False,293,2025-10-10,2025-10-10 18:23:23,1
Gentoo,Biscoe,50.8,15.7,,5200,True,224,2025-01-27,2025-01-27 08:15:03,5
Gentoo,Biscoe,49.4,15.8,216.0,4925,True,227,2025-08-14,2025-08-14 02:35:37,4
Gentoo,Biscoe,46.9,14.6,,4875,False,317,2025-10-04,2025-10-04 12:53:47,2
Gentoo,Biscoe,,14.4,,4625,False,296,2025-10-13,2025-10-13 17:05:29,0
Gentoo,Biscoe,51.1,16.5,,5250,True,263,2025-04-07,2025-04-07 23:31:05,1
Gentoo,Biscoe,48.5,15.0,219.0,4850,False,320,2025-10-11,2025-10-11 08:52:01,3
Gentoo,Biscoe,55.9,17.0,228.0,5600,True,267,2025-11-13,2025-11-13 09:15:07,2
Gentoo,Biscoe,47.2,15.5,215.0,4975,False,274,2025-10-31,2025-10-31 07:35:55,2
Gentoo,Biscoe,,15.0,,5500,True,323,2025-05-27,2025-05-27 01:20:35,0
Gentoo,Biscoe,47.3,13.8,216.0,4725,True,339,2025-01-04,2025-01-04 05:35:59,5
Gentoo,Biscoe,46.8,16.1,,5500,True,325,2025-02-04,2025-02-04 13:13:25,3
Gentoo,Biscoe,41.7,14.7,210.0,4700,False,252,2025-07-11,2025-07-11 10:34:48,4
Gentoo,Biscoe,53.4,15.8,219.0,5500,True,249,2025-02-18,2025-02-18 21:52:32,2
Gentoo,Biscoe,,14.0,,4575,False,280,2025-01-17,2025-01-17 15:21:24,0
Gentoo,Biscoe,,15.1,,5500,True,250,2025-06-21,2025-06-21 15:50:43,4
Gentoo,Biscoe,50.5,15.2,216.0,5000,False,284,2025-08-08,2025-08-08 09:52:27,5
Gentoo,Biscoe,49.8,15.9,229.0,5950,True,285,2025-06-07,2025-06-07 23:00:44,3
Gentoo,Biscoe,43.5,15.2,213.0,4650,False,293,2025-02-15,2025-02-15 07:38:52,5
Gentoo,Biscoe,51.5,16.3,230.0,5500,True,233,2025-01-06,2025-01-06 09:32:29,2
Gentoo,Biscoe,46.2,14.1,217.0,4375,False,334,2025-04-09,2025-04-09 12:37:25,4
Gentoo,Biscoe,55.1,16.0,230.0,5850,True,292,2025-08-21,2025-08-21 01:35:13,4
Gentoo,Biscoe,,15.7,,4875,True,336,2025-02-06,2025-02-06 15:36:18,4
Gentoo,Biscoe,48.8,16.2,222.0,6000,True,285,2025-10-07,2025-10-07 13:43:27,2
Gentoo,Biscoe,47.2,13.7,214.0,4925,False,338,2025-12-15,2025-12-15 19:32:20,2
Gentoo,Biscoe,,,,,True,339,2025-10-29,2025-10-29 14:09:50,5
Gentoo,Biscoe,46.8,14.3,215.0,4850,False,225,2025-06-30,2025-06-30 21:01:12,1
Gentoo,Biscoe,,15.7,,5750,True,267,2025-04-05,2025-04-05 18:12:25,5
Gentoo,Biscoe,45.2,14.8,212.0,5200,False,342,2025-04-09,2025-04-09 23:33:11,3
Gentoo,Biscoe,49.9,16.1,213.0,5400,True,343,2025-07-07,2025-07-07 16:09:01,0
